X,Y,NOMBRE,TIPO_AREA,SHAPE_Leng,SHAPE_Area
116929.175741878,5868870.17240188,Arauco,Ciudad,14146.69506930000,2550704.94490000000
123914.19503957,5867968.98424761,Carampangue,Pueblo,10367.38903880000,907356.79661399999
128097.888830683,5877906.00567694,Laraquete,Pueblo,8309.74482309000,1096327.65868999995
203864.419897409,5847790.48407876,Los Angeles,Ciudad,28018.63311280000,15761478.21810000017
190373.377841149,5927689.91457482,Quillon,Pueblo,11990.25022120000,5483707.17112999968
214382.866405412,5820191.71908769,Mulchen,Ciudad,9691.03151501000,3928739.08694999991
194996.61852898,5966762.92806798,Ninhue,Pueblo,5282.80152826000,946423.29905799998
117008.661521013,5381792.26430823,Maullin,Pueblo,7501.27386471000,1529896.49849999999
116881.516759159,5297713.6380873,Dalcahue,Pueblo,6131.93998742000,1158034.90726000001
158308.528394557,5416999.24838427,Nueva Braunau,Pueblo,3036.61341332000,295029.39815399999
197328.989826141,5241499.00472511,Chaiten,Pueblo,5738.32493603000,1291327.30389000010
267008.151558507,5214618.16957193,Futaleufu,Pueblo,3040.17702477000,537181.58848499996
159844.457610468,5518818.49652162,San Pablo,Pueblo,6507.58428543000,1584274.60978000006
149766.093058791,5458405.15527702,Corte Alto,Pueblo,4647.05931343000,679115.56918999995
204407.85913628,5530676.66102999,Lago Ranco,Pueblo,5751.52864862000,944385.69460299995
169950.863337885,5557193.85616883,Paillaco,Ciudad,7442.34979965000,2395111.50591999991
172826.357765121,5409550.08010027,Alerce,Pueblo,5771.53457528000,1521616.82034000009
134728.495210501,5241719.53291272,Queilen,Pueblo,5364.57889959000,963246.11080799997
156451.897707895,5366848.10450746,Calbuco,Pueblo,8316.40316809000,1499913.49597999989
253446.754807061,6311156.21434026,El Yeco,Pueblo,2566.64505583000,200585.09635300000
248498.859541832,6324022.84091038,Quintay,Pueblo,2375.48321421000,196061.98040599999
286335.687632442,6394577.44105388,Catapilco,Pueblo,2405.63998189000,290212.44798800000
317693.44145694,6429951.42513967,Petorca,Pueblo,4027.06658610000,303953.74239999999
338957.650066369,6388774.20152454,Putaendo,Ciudad,4589.53496932000,623566.85081700003
351870.580483478,6369737.85829722,San Esteban,Pueblo,4450.39555910000,399249.49462800001
292437.003947384,6381078.97277649,El Melon,Ciudad,5770.97023382000,911865.77812200005
241931.523130229,5615633.45467162,Conaripe,Pueblo,6376.91143491000,968873.02737999998
213837.799506527,5606511.88624965,Panguipulli,Ciudad,9613.93819745000,1523272.11605999991
260632.915931908,6331456.34210995,Curauma,Ciudad,22490.79899240000,4964663.58194999956
290257.476992113,6407322.71581813,La Ligua,Ciudad,7441.22156420000,1516333.97989000008
338516.048774331,6375276.31933979,San Felipe,Ciudad,16085.20082010000,6000964.64092000015
344719.098446499,6375568.77046127,Santa Maria,Ciudad,5197.22948076000,434201.63702500000
276132.782274964,6310801.68567686,Casablanca,Ciudad,12726.48802110000,3492048.91014999989
316793.478305197,6364708.69481643,Llaillay,Ciudad,9849.74211248000,2078433.85663999990
348047.657503587,6363495.13542775,Calle Larga,Pueblo,6187.57159097000,619756.34096800000
341947.963795876,6371258.28022827,Curimon,Pueblo,3154.29851868000,309211.86306000000
291656.157518872,6365851.76449866,La Cruz,Ciudad,2593.65342819000,252707.01935300001
328057.913255996,6372771.60872965,Panquehue,Pueblo,3555.56192657000,393220.87335499999
282002.906146269,6408397.88358096,Pullalli,Pueblo,3280.46459379000,380983.40578299999
380319.000828048,6354791.56501222,Saladillo,Pueblo,3577.85344082000,189618.58763200001
251273.948560265,6334122.33801166,Laguna Verde,Ciudad,5168.27325182000,723227.67745700001
249987.09131261,6300333.80865653,El Quisco,Ciudad,26485.77895860000,11390751.13890000060
294194.94986133,6370461.53574944,La Calera,Ciudad,26878.95498430000,7123652.19388000015
251740.633122895,6304670.66347949,Algarrobo,Ciudad,24956.00635380000,4922284.83619999979
288216.945368224,6346359.07614984,Limache,Ciudad,25781.81761430000,7272918.14888999984
289578.57024329,6359390.54483263,Quillota,Ciudad,19877.04708270000,6286334.20872000046
258017.64843556,6340752.2903404,Valparaiso,Ciudad,109234.39361299999,37982006.11710000038
273046.014263733,6340441.48924321,Quilpue,Ciudad,44206.34420550000,23086531.15109999850
278638.718636524,6340724.32096711,Villa Alemana,Ciudad,36848.86881310000,18005392.30180000141
267161.663026201,6374548.45835618,Las Ventanas (La Greda),Pueblo,3140.61635890000,397367.04082400003
269269.205623043,6395613.55070457,Zapallar,Pueblo,5250.72100011000,1037881.13350999996
272417.409245195,6386587.98654293,Maitencillo,Pueblo,2886.11440339000,224742.83872699999
326650.170101459,6371396.52555489,Panquehue,Pueblo,2320.74152719000,188844.43911300000
270103.93871262,6392389.6678034,Cachagua,Pueblo,4358.00455175000,727432.04374600004
264676.10299458,6345152.64574098,Via del Mar,Ciudad,65719.97943420000,36872763.13030000031
256974.470298323,6273561.72128171,Rocas de Santo Domingo,Ciudad,17187.94842230000,9682428.28328000009
293612.470238864,6375947.95970329,Nogales,Ciudad,8496.91525889000,1170782.23196000000
262801.8611958,6369810.78426984,Quintero,Ciudad,11684.13313000000,3695513.66902999999
315888.276946736,6371764.9111227,Catemu,Ciudad,3790.69282543000,669596.27878900000
253900.027737132,6309070.38892858,Algarrobo Norte,Pueblo,7895.19797841000,1119083.96399000008
299256.821476004,6368828.95192296,Hijuelas,Ciudad,3772.63416408000,447372.15345200000
297572.452421799,6347428.16870693,Olmue,Ciudad,15014.38956130000,5935316.13609999977
273796.808159371,6376340.66509034,Puchuncavi,Pueblo,3581.60867139000,453046.90758499998
341996.296987079,6364495.18716815,Rinconada,Localidad,3348.51710931000,353787.57773199998
292782.227316267,6408796.383276,Valle Hermoso,Pueblo,6230.38339280000,547751.68662599998
253684.81928319,6295110.49961702,El Tabo,Ciudad,23806.00535150000,8057158.65964999981
257154.898839919,6289810.39934765,Las Cruces,Ciudad,16989.94175210000,4151702.22569999984
258874.442609638,6286002.70933554,Cartagena,Ciudad,25981.42491160000,6973551.94223999977
129639.178790574,5324270.72595125,Quemchi,Pueblo,8272.41420277000,896958.38336400001
167015.160184778,5417626.49726385,Puerto Varas,Ciudad,13578.82469270000,3338445.68123000022
159804.309332458,5439583.46029802,Frutillar,Pueblo,18960.02960310000,3031965.92095000017
129054.937063343,5434907.5602216,Fresia,Ciudad,10336.09518570000,1902824.85746000009
174267.717491006,5580463.54815995,Los Lagos,Ciudad,11585.28957340000,2301392.40339000011
138175.223388144,5583003.20426401,Valdivia,Ciudad,39647.65947110000,30136348.16950000077
212279.664963905,5348064.05026236,Rio Negro,Ciudad,7448.71577626000,777549.01644499996
195766.13759091,5489899.38174022,Entre Lagos,Pueblo,7664.60623821000,1054465.96950999997
150109.630018777,5462902.93435848,Purranque,Ciudad,11649.31795500000,3924530.74128999980
149891.580328984,5499870.73216382,Osorno,Ciudad,43305.10997780000,27418520.00219999999
153545.374519289,5531073.35784281,La Union,Ciudad,14871.68012340000,5783155.06243999954
211356.231492188,5552683.44327615,Futrono,Pueblo,9699.11427106000,2019911.24891999993
164272.492350876,5527466.71600148,Rio Bueno,Ciudad,9963.63682619000,2990096.38688000012
159343.550301211,5616008.12222702,San Jose de La Mariquina,Ciudad,7111.04073574000,1705614.74756000005
161050.45801019,5602339.08057921,Mafil,Pueblo,7404.59260123000,1565737.09061000007
198485.181012442,5617111.04723159,Malalhue,Pueblo,4522.77886225000,1252962.87858000002
123984.244161428,5577581.95216164,Niebla,Pueblo,7218.44008849000,945267.63644100004
98991.2945777816,5494813.51602634,Muicolpue,Pueblo,7437.26117795000,693142.26322700002
100343.187067797,5353284.9617954,Ancud,Ciudad,14740.32640550000,5755670.88870000001
170002.090990815,5401943.53147785,Puerto Montt,Ciudad,33644.09325500000,22152181.30059999973
107428.956083809,5286272.52167056,Castro,Ciudad,18602.17904050000,5761010.90354000032
258021.877937611,6279393.46554316,San Antonio,Ciudad,31977.14425170000,12043384.72550000064
287446.721000477,6353573.21728236,San Pedro,Pueblo,3470.56731826000,592937.87195900001
272476.079114394,6387147.11974177,Laguna de Zapallar,Pueblo,2828.63589177000,376342.10218799999
305491.458838009,6410033.50566102,Cabildo,Ciudad,7332.12224902000,1517413.05168000003
342109.011892112,6239003.24411283,San Francisco de Mostazal,Ciudad,11917.75865190000,2170238.15189999994
346797.364951695,6232473.11065698,Codegua,Pueblo,13836.93451930000,3160246.29871999985
234358.007419049,6235784.56210917,La Vega de Pupuya,Pueblo,1693.52888781000,152561.46979400000
280377.255779878,6206905.03968838,El Carmen,Aldea,1741.09795345000,204818.72590500000
319208.57778708,6173791.86240374,El Trapiche,Aldea,2951.39742249000,379136.88634000003
248470.235555039,6195150.03050597,Rinconada de Alcones,Aldea,2608.10007317000,156727.22164199999
325303.955155223,6198686.84808272,Esmeralda,Aldea,1267.31700106000,86713.08396710000
344702.567217927,6227693.64276585,La Compaia,Aldea,3183.67509737000,327503.55833099998
308466.774150853,6203656.35673076,Coltauco,Pueblo,7106.14131754000,877958.93472200003
310046.010040544,6204558.52871893,El Almendro Centro,Aldea,2737.24181000000,208548.10047700000
209387.869068452,6128282.46960318,Iloca,Pueblo,11955.90575100000,1368373.73692000005
180381.07044326,6039529.00180678,Chanco,Pueblo,4053.94346954000,708228.00046300003
245951.737512343,6079831.97976857,Pencahue,Pueblo,3333.99212482000,335185.63637700002
294694.350177371,6093383.60071648,Curepto,Pueblo,7823.34820557000,855371.14106299996
202319.783479215,6072030.75036122,Santa Olga,Pueblo,5457.79218805000,804615.57000099996
266284.665787714,6040772.81916248,Yerbas Buenas,Pueblo,5735.70718126000,777991.97466499999
251194.556467155,6006480.15832916,Retiro,Pueblo,6156.66646491000,1074417.73500999995
305992.715878056,6165189.66042611,Placilla,Pueblo,6215.01970624000,454201.53380300000
335388.320221891,6211421.33142977,Los Lirios,Pueblo,4786.51983460000,719884.92894600006
337522.040819887,6213474.34399865,Gultro,Ciudad,13457.49745750000,2950077.59832999995
257793.109347224,6153954.87084147,Lolol,Pueblo,4902.64741074000,462464.98500599997
234107.781332674,6162101.61739049,Paredones,Pueblo,7885.22433819000,486320.71773600002
348010.961399173,6236089.88252899,La Punta,Pueblo,3928.62025775000,292189.80134700000
328802.241833548,6159907.27712733,Puente Negro,Aldea,9219.46298107000,772420.00198800000
318974.815703758,6205484.84210377,Coinco,Pueblo,18611.70256260000,2226377.95606999984
359673.564292298,6214338.07327564,Coya,Ciudad,6143.46622164000,861249.47339900001
280875.867214055,6206491.1967487,Santa Julia,Aldea,1935.36006943000,190962.63798199999
317772.819551204,6171006.10335625,San Fernando,Ciudad,31103.55428770000,8335864.39890999999
330950.449008615,6198113.11196278,Rosario,Localidad,10992.24451760000,1744050.05172999995
332379.590672704,6204881.81258748,Requinoa,Ciudad,14074.05407870000,2112130.01013999991
329400.70154058,6191363.62175571,Rengo,Ciudad,16965.07836940000,5877057.76267000008
340260.384831142,6217993.58339254,Rancagua,Ciudad,55707.69183800000,32425446.12770000100
223211.832177095,6190102.27678483,Pichilemu,Ciudad,22449.03101410000,4663758.26798999961
302395.119862673,6139371.73576668,Teno,Ciudad,4871.65353265000,741392.66922799998
292872.233713729,6118271.57469543,Lontue,Ciudad,11073.30662310000,1203707.58767000004
291696.592171321,6112172.18396646,Molina,Ciudad,14360.40102960000,2935171.29459000006
244345.344999701,6126082.80039234,Hualane,Pueblo,6237.41530519000,1381641.06826999993
299259.25203011,6131549.15728937,Sarmiento,Pueblo,8158.49907855000,1715178.88715999993
176884.653758624,6031022.97767939,Pelluhue,Pueblo,12450.04107630000,2365773.41397000011
202915.296904385,6056362.41531805,Empedrado,Pueblo,5855.43889686000,851168.69352900004
180923.952311515,6066255.21018585,Los Pellines,Pueblo,12002.94294650000,2246935.18324000016
189889.96562799,6084575.40627021,Constitucion,Ciudad,13438.06856640000,4383235.00219000038
282659.343864841,6124462.65666,Sagrada Familia,Pueblo,5393.69404755000,775804.32304599998
264464.315864013,6082771.6808639,Panguilemo,Pueblo,8285.74589933000,1043757.99309999996
257470.433378419,6046762.74274185,Estacion Villa Alegre,Pueblo,5081.83370954000,905006.60667500005
251694.239415722,6048665.12298007,Villa Alegre,Pueblo,3622.09547232000,648702.20402099995
257853.969034022,6016478.86877325,Longavi,Ciudad,7754.43345418000,1850244.04894999997
262044.418536405,6113637.02907484,Villa Prat,Pueblo,8263.78403414000,784278.30397300003
265622.866312406,6030137.4720331,Linares,Ciudad,21295.87807510000,10201795.31980000064
258867.675457325,6075841.55572221,Talca,Ciudad,37312.11765370000,30868855.97010000050
288245.556200332,6132758.09783147,Rauco,Pueblo,4988.45586075000,768154.81905100006
278010.534080672,6081521.25799131,Pelarco,Pueblo,4661.56713602000,586851.99766400002
245662.340659378,5996546.40418765,Parral,Ciudad,15763.41524090000,4698297.56857000012
227516.537636642,6124696.62963743,Licanten,Pueblo,4757.78963965000,972720.09418300004
296035.642981293,6126598.46398455,Curico,Ciudad,24273.75313820000,15240088.34710000083
200394.361993521,6014309.49338075,Cauquenes,Ciudad,17713.65353720000,5576394.11577000003
324457.767820481,6315498.35523728,Lampa,Ciudad,5816.15767511000,829864.65694300004
343969.338144544,6325193.50331006,Colina,Ciudad,11433.10868130000,3600986.04616999999
374531.826672599,6277059.693667,San Jose de Maipo,Pueblo,5891.21842918000,823978.44976300001
294804.155144072,6270442.05133213,Melipilla,Ciudad,18590.65525710000,6192169.68721999973
270793.84389941,6089903.16042681,San Rafael,Pueblo,8598.82503299000,1459166.71444000001
274074.385243678,6064966.40489879,San Clemente,Ciudad,13943.34679980000,2523693.18469000002
306119.683204176,6129577.09009761,Romeral,Ciudad,6938.59783423000,678740.35012900003
298280.820082083,6111762.58125624,Pichingal,Pueblo,4139.07662084000,385253.49023200001
256262.932566448,6066045.96527098,Maule,Pueblo,4042.44034191000,582709.89705200004
224611.371757736,6112246.1825922,Curepto,Pueblo,8037.02288651000,1101675.86297999998
332062.607014905,6332019.2319829,Huertos Familiares,Pueblo,7618.82591599000,2574407.54565999983
302948.936373881,6289448.51177195,Maria Pinto,Pueblo,2814.68422321000,288999.09648000001
325829.316350676,6279926.17135159,Peaflor,Ciudad,15964.69992840000,7294485.06469999999
345805.418767278,6327062.71205791,Esmeralda,Pueblo,2468.90136111000,275114.40253600001
315584.816521428,6271640.59318843,El Monte,Ciudad,7863.81050089000,2322335.65285999980
300518.550306232,6274412.70360692,Pomaire,Pueblo,4460.20491510000,693349.91798400006
327809.980529783,6265467.68416373,La Islita,Pueblo,3993.04151277000,472076.45821900002
331360.675112661,6321578.9352554,Batuco,Pueblo,6509.84824702000,1709109.42892999994
338106.863072418,6273276.08176665,Lo Herrera,Pueblo,3575.72695730000,467489.80601700000
336918.040357989,6252787.01001707,Champa,Pueblo,2013.99857981000,172013.57482700000
347999.136037046,6255245.54910544,Huelquen,Pueblo,5956.74926582000,729561.70082200004
